,Job Title,Rating,Size,Type of ownership,Industry,Revenue,Competitors,Salary_min,Salary_max
1795,Analytic Consultant 4 - Data Analyst,3.6,10000 , Public,Banks & Credit Unions,10 B ,-1,50,86 
1796,Operations Data Analyst,3.8, 5000 , Public,Insurance Carriers,Unknown / Non-Applicable,-1,50,86 
1797,Data Business Analyst,5.0, 200 , Private,-1,Unknown / Non-Applicable,-1,50,86 
1798,Federal - Data Analyst,3.9,10000 , Public,Consulting,10 B ,"Cognizant Technology Solutions, EY, McKinsey & Company",50,86 
1799,Data Analyst,3.8,10000 , Public,Computer Hardware & Software,10 B ,"Accenture, IBM, Infosys",50,86 
1800,Marketing Data Analyst,5.0, 50 , Private,Venture Capital & Private Equity,Unknown / Non-Applicable,-1,50,86 
1801,Data Analyst I (Strong Salesforce.com),3.4, 200 , Private,Enterprise Software & Network Solutions, 25 M ,-1,50,86 
1802,Data Analyst I,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,50,86 
1803,Data Analyst,4.1,10000 , Private,IT Services, 1 B ,"Kforce, Insight Global, Volt Consulting Group",50,86 
1804,Data Analyst,3.9, 5000 ,Other,Staffing & Outsourcing, 5 B ,"Capgemini, Slalom, Accenture",50,86 
1805,Data Analyst,3.9, 10000 , Private,Staffing & Outsourcing, 1 B ,-1,50,86 
1806,Financial Data Analyst,3.6, 5000 ,Other,Staffing & Outsourcing,Unknown / Non-Applicable,-1,50,86 
1807,Data Analyst,3.4, 500 , Private,IT Services, 100 M ,-1,50,86 
1808,Data Analyst,3.6, 5000 ,Other,Staffing & Outsourcing,Unknown / Non-Applicable,-1,50,86 
1809,Data Analyst,3.8, 5000 , Private,Staffing & Outsourcing, 500 M ,"Kforce, Mitchell Martin, Insight Global",50,86 
1810,Data Science Analyst,3.6, 5000 , Private,Staffing & Outsourcing, 500 M ,"ComforceHealth, TEKsystems, Allegis Group",50,86 
1811,Data Analyst,4.1, 200 , Private,Enterprise Software & Network Solutions, 50 M ,-1,50,86 
1812,Data Analyst,3.7,10000 ,Other,IT Services,10 B ,"Cognizant Technology Solutions, Accenture, IBM",50,86 
1813,Business Data Analyst,3.5,10000 , Public,Staffing & Outsourcing, 5 B ,"Adecco, Manpower",50,86 
1814,Data Analyst,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,50,86 
1815,Data Business Analyst,3.9, 5000 ,Other,Staffing & Outsourcing, 5 B ,"Capgemini, Slalom, Accenture",50,86 
1816,Junior Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,50,86 
1817,Data Analyst,4.6, 200 , Private,Consulting, 10 M ,-1,50,86 
1818,Data Analyst,3.2, 200 , Private,Accounting, 5 M ,-1,50,86 
1819,Data Management Analyst,3.9, 5000 ,Other,Staffing & Outsourcing, 5 B ,"Capgemini, Slalom, Accenture",50,86 
1820,Financial Data Analyst - Full Time,-1.0,-1,Other,-1,-1,-1,50,86 
1821,Data analyst,4.7, 200 , Private,Logistics & Supply Chain, 25 M ,-1,50,86 
1822,Data Analyst,3.9, 1000 , Private,IT Services, 500 M ,-1,50,86 
1823,Senior CX Data Analyst,3.2,10000 , Private,Investment Banking & Asset Management,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",50,86 
1824,Data Engineer/Analyst,3.3, 1000 , Private,Consulting, 1 B ,-1,50,86 
1825,Federal - Data Analyst,-1.0,-1,Other,-1,-1,-1,54,75 
1826,Quality Data Analyst,3.6, 1000 , Private,Health Care Services & Hospitals, 500 M ,-1,54,75 
1827,Data Visualization Analyst,2.8, 5000 , Private,Logistics & Supply Chain, 10 B ,"TireHub, National Tire Warehouse, Dealer Tire",54,75 
1828,Senior Data Analyst,3.4,10000 , Public,IT Services,10 B ,"Capgemini, Accenture, Deloitte",54,75 
1829,HR Data Analyst,3.8, 5000 ,Other,Staffing & Outsourcing, 5 B ,"TEKsystems, Insight Global, Accenture",54,75 
1830,Data Analyst/Business Analyst,3.6, 5000 , Private,Staffing & Outsourcing, 500 M ,"ComforceHealth, TEKsystems, Allegis Group",54,75 
1831,Data Analyst,3.7, 200 , Private,Staffing & Outsourcing, 100 M ,"Artech Information Systems, Mindlance, Tech Mahindra",54,75 
1832,Data Analyst,2.0, 50 , Private,-1,Less than 1 M ,-1,54,75 
1833,BI Data Analyst,2.9, 5000 , Private,Staffing & Outsourcing, 1 B ,-1,54,75 
1834,Data Analyst,4.1, 5000 , Public,Consulting, 1 B ,"Deloitte, Huron Consulting Group, Point B",54,75 
1835,Enterprise Data Office Analyst IV,3.5,10000 , Public,Investment Banking & Asset Management,Unknown / Non-Applicable,-1,54,75 
1836,Data Analyst/ Python with Banking Experience,2.9, 50 , Private,-1, 5 M ,-1,54,75 
1837,Data Analyst,-1.0, 200 , Public,General Repair & Maintenance, 25 M ,-1,54,75 
1838,Systems/Data Analyst,3.6, 5000 ,Other,Staffing & Outsourcing,Unknown / Non-Applicable,-1,54,75 
1839,Data Analyst (Real Time Data Consultant Needed),4.6, 200 , Private,Consulting, 10 M ,-1,54,75 
1840,Data Visualization Analyst,5.0, 50 , Private,Computer Hardware & Software, 10 M ,-1,54,75 
1841,57072 - Market data Analyst - 100 % remote,3.5, 1000 , Private,IT Services, 100 M ,-1,54,75 
1842,Application Programmer V/ Database Developer/ Data Analyst,4.3, 1000 , Private,IT Services, 100 M ,"TEKMARK Global Solutions, Marlabs, IBM",54,75 
1843,Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,54,75 
1844,Data Analyst,-1.0, 200 , Private,-1,Unknown / Non-Applicable,-1,54,75 
1845,Data Standardization Analyst(s),3.2, 5000 , Public,Stock Exchanges, 100 M ,"Intercontinental Exchange, Euronext, Nasdaq",54,75 
1846,DATA MGMT ANALYST,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,54,75 
1847,"Data Quality Analyst, Financial Services",3.4,10000 , Public,IT Services,10 B ,"Capgemini, Accenture, Deloitte",54,75 
1848,Data Analyst II,4.0,Unknown,Other,-1,Unknown / Non-Applicable,-1,54,75 
1849,Data Governance Analyst,3.9, 5000 ,Other,Staffing & Outsourcing, 5 B ,"Capgemini, Slalom, Accenture",54,75 
1850,Data Integration Analyst,2.9, 1000 , Public,Health Care Services & Hospitals, 100 M ,-1,54,75 
1851,Data Analyst with Banking Domain,4.0, 1000 , Private,IT Services, 100 M ,-1,54,75 
1852,Financial Data Analyst - Full Time,-1.0, 50 ,Other,-1,Unknown / Non-Applicable,-1,54,75 
1853,Data Analyst - Metadata Analyst,4.1,10000 , Private,IT Services, 1 B ,"Kforce, Insight Global, Volt Consulting Group",53,99 
1854,Business Data Analyst,5.0, 50 , Private,Computer Hardware & Software, 10 M ,-1,53,99 
1855,Senior Data Analyst,3.6, 5000 ,Other,Staffing & Outsourcing,Unknown / Non-Applicable,-1,53,99 
1856,Senior Business Analyst / Data Analyst,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,53,99 
1857,Data Visualization Analyst - N.,3.3, 1000 , Private,Consulting, 1 B ,-1,53,99 
1858,Application Programmer V/ Senior Data Analyst,4.3, 1000 , Private,IT Services, 100 M ,"TEKMARK Global Solutions, Marlabs, IBM",53,99 
1859,Trust Application Data Analyst,2.3, 50 , Private,Computer Hardware & Software, 10 M ,-1,53,99 
1860,Data Analyst,-1.0,-1,Other,-1,-1,-1,53,99 
1861,Data Analyst 127909,3.2, 200 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,53,99 
1862,Item Data Maintenance Analyst,3.3,10000 , Public,Home Centers & Hardware Stores,10 B ,"The Home Depot, Amazon, Walmart",53,99 
1863,Marketing Data Analyst - Remote,-1.0, 50 , Private,Architectural & Engineering Services, 5 M ,-1,53,99 
1864,Technical Data Analyst,2.8, 5000 , Private,Logistics & Supply Chain, 10 B ,"TireHub, National Tire Warehouse, Dealer Tire",53,99 
1865,Data Analyst,-1.0,-1,Other,-1,-1,-1,53,99 
1866,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,53,99 
1867,Senior Data Analyst,1.8, 5000 , Private,Automotive Parts & Accessories Stores, 5 B ,"Midas, Monro Auto Service and Tire Centers",53,99 
1868,Business + Data Analyst,4.4, 500 , Private,IT Services, 25 M ,-1,53,99 
1869,Data Stewardship Senior Analyst,-1.0,-1,Other,-1,-1,-1,53,99 
1870,Data Analyst [Administrative],-1.0,-1,Other,-1,-1,-1,53,99 
1871,"Analyst, Product Content Data Quality",3.3,10000 , Public,Home Centers & Hardware Stores,10 B ,"The Home Depot, Amazon, Walmart",53,99 
1872,"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",4.1, 50 , Private,Staffing & Outsourcing, 5 M ,-1,53,99 
1873,Data Stewardship Senior Analyst,-1.0, 50 ,Other,-1,Unknown / Non-Applicable,-1,53,99 
1874,Big data analyst,-1.0,-1,Other,-1,-1,-1,53,99 
1875,Reporting /Data Analyst,3.8, 500 , Private,IT Services, 50 M ,-1,53,99 
1876,Application Architect V/ Data Analyst,4.3, 1000 , Private,IT Services, 100 M ,"TEKMARK Global Solutions, Marlabs, IBM",53,99 
1877,Sr. Data Technology Analyst,3.7,10000 , Public,Banks & Credit Unions,10 B ,-1,53,99 
1878,"Data Optimization Analyst (Position In Hickory, NC)",3.7, 200 , Private,Logistics & Supply Chain, 1 B ,"C.H. Robinson, Transplace",53,99 
1879,Technology Control Analyst - AVP (Chief Data Office),3.1,10000 , Public,Banks & Credit Unions,10 B ,-1,40,74 
1880,DIGITAL DATA/INSIGHTS ANALYST,3.0, 50 , Private,Advertising & Marketing, 5 M ,-1,40,74 
1881,Big data analyst,-1.0, 50 ,Other,-1,Unknown / Non-Applicable,-1,40,74 
1882,Data Mgmt Analyst w/Traded Products,3.6, 5000 , Private,Staffing & Outsourcing, 500 M ,"ComforceHealth, TEKsystems, Allegis Group",40,74 
1883,Data Governance Business Information Analyst,3.8, 5000 , Public,Insurance Carriers,Unknown / Non-Applicable,-1,40,74 
1884,Data Analyst with Security Clearance,3.6, 5000 ,Other,IT Services, 500 M ,-1,40,74 
1885,"Data Analyst, Data Activation",3.3,10000 , Public,Home Centers & Hardware Stores,10 B ,"The Home Depot, Amazon, Walmart",40,74 
1886,QA Analyst with MongoDB / Big Data,3.8, 500 , Private,IT Services, 50 M ,-1,40,74 
1887,"Sr. Analyst, Product Content Data Quality",3.3,10000 , Public,Home Centers & Hardware Stores,10 B ,"The Home Depot, Amazon, Walmart",40,74 
1888,Data Visualization Analyst,4.0, 10000 , Public,Computer Hardware & Software, 5 B ,-1,57,104 
1889,Digital Marketing & ECommerce Data Analyst,3.6, 200 ,Other,"Department, Clothing, & Shoe Stores", 500 M ,-1,57,104 
1890,Senior Data Analyst,3.9, 200 , Public,Internet,Unknown / Non-Applicable,-1,57,104 
1891,Data Analyst,3.0, 5000 , Public,Video Games,10 B ,"Blizzard Entertainment, Riot Games, Electronic Arts",57,104 
1892,Senior Data Analyst,4.0, 10000 , Public,Computer Hardware & Software, 5 B ,-1,57,104 
1893,Data Analyst,5.0, 200 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,-1,57,104 
1894,Data Analyst,3.8, 200 , Private,Education Training Services, 10 M ,-1,57,104 
1895,Data Analyst,4.6, 500 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,LinkedIn,57,104 
1896,Sr. Data Analyst (Marketing Department),3.5, 5000 , Private,Investment Banking & Asset Management, 1 B ,-1,57,104 
1897,Immediate Need For Data Analyst,3.3, 5000 , Private,Staffing & Outsourcing, 2 B ,"Kelly, Manpower",57,104 
1898,"Senior Analyst, Data & Analytics",4.1, 200 , Private,Internet, 25 M ,"Pusher, Firebase",57,104 
1899,Data Analyst/Engineer,4.1, 50 , Private,-1,Unknown / Non-Applicable,-1,57,104 
1900,Mid-Level Data Analyst,4.8, 50 , Private,Advertising & Marketing, 25 M ,-1,57,104 
1901,Data Analyst,3.7, 50 , Private,Computer Hardware & Software,Unknown / Non-Applicable,-1,57,104 
1902,Healthcare Data Analyst,3.6, 5000 , Public,IT Services, 1 B ,-1,57,104 
1903,Data Analyst,3.6, 200 , Private,IT Services,Unknown / Non-Applicable,-1,57,104 
1904,Product Data Analyst,3.9, 1000 , Private,Internet,Unknown / Non-Applicable,-1,57,104 
1905,Data Analyst,3.8, 200 , Private,Staffing & Outsourcing, 500 M ,"Robert Half, Insight Global",57,104 
1906,Data Analyst,4.0, 1000 , Private,Computer Hardware & Software,Unknown / Non-Applicable,-1,57,104 
1907,Temporary Part Time Data Analyst (Remote - North & South America),5.0, 50 , Private,Computer Hardware & Software,Unknown / Non-Applicable,-1,57,104 
1908,Data Analyst (Finance),4.9, 200 , Private,Logistics & Supply Chain,Unknown / Non-Applicable,-1,57,104 
1909,Data Analyst,4.6, 200 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,-1,57,104 
1910,User Acquisition Data Analyst,3.8, 200 , Private,Staffing & Outsourcing, 500 M ,"Robert Half, Insight Global",57,104 
1911,Data Analyst,4.0, 5000 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,"Amazon, Google, Microsoft",57,104 
1912,"Data Analyst, Remote East Coast",3.7,10000 , Public,Real Estate,Unknown / Non-Applicable,-1,57,104 
1913,Data Analyst,4.5, 200 , Private,Enterprise Software & Network Solutions, 50 M ,-1,57,104 
1914,Data Analyst Chemist - Quality System Contractor,2.3, 1000 , Private,Beauty & Personal Accessories Stores,Unknown / Non-Applicable,-1,57,104 
1915,DATA Analyst-Remote,-1.0, 50 , Private,Architectural & Engineering Services, 5 M ,-1,99,178 
1916,Data Analyst,4.1, 200 , Private,Financial Transaction Processing, 5 M ,-1,99,178 
1917,Operations Data Analyst,4.0, 1000 , Private,Internet,Unknown / Non-Applicable,-1,99,178 
1918,Product Data Analyst,3.6, 200 , Private,Computer Hardware & Software,Unknown / Non-Applicable,"Paxata, Datameer, Informatica",99,178 
1919,Data Scientist/Analyst - Wilbur Labs,5.0, 50 , Private,Internet,Unknown / Non-Applicable,-1,99,178 
1920,Data Analyst,4.4, 500 , Private,Health Care Services & Hospitals, 100 M ,-1,99,178 
1921,Marketing Data Analyst,3.3, 1000 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,"UserZoom, Validately",99,178 
1922,Data Analyst,-1.0,-1,Other,-1,-1,-1,99,178 
1923,Data and Reporting Analyst,3.8, 500 , Private,Real Estate, 100 M ,-1,99,178 
1924,Business Data Analyst,3.5, 50 , Private,Health Care Services & Hospitals,Less than 1 M ,-1,99,178 
1925,Research Data Analyst,4.1,10000 ,Other,Health Care Services & Hospitals, 100 M ,"Stanford Health Care, Dignity Health, Sutter Health",99,178 
1926,Data Analyst,4.6, 200 , Private,Electrical & Electronic Manufacturing, 10 M ,-1,99,178 
1927,Data Analyst,4.2, 500 , Private,Lending,Unknown / Non-Applicable,-1,99,178 
1928,Business Intelligence Data Modeler/Analyst,4.3, 200 , Public,Lending,Unknown / Non-Applicable,-1,99,178 
1929,Data Studio Analyst,5.0, 50 , Private,Internet,Less than 1 M ,-1,99,178 
1930,Data Analyst,-1.0, 200 , Public,-1,Unknown / Non-Applicable,-1,99,178 
1931,Product Data Analyst,3.7, 500 , Private,Internet,Unknown / Non-Applicable,-1,99,178 
1932,Data Analyst,-1.0,Unknown, Public,-1,Unknown / Non-Applicable,-1,99,178 
1933,Clinical Data Analyst,4.0, 1000 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,-1,99,178 
1934,Data Analyst,3.9, 5000 , Private,"Department, Clothing, & Shoe Stores",Unknown / Non-Applicable,-1,99,178 
1935,Data Analyst,3.9, 10000 , Private,Staffing & Outsourcing, 1 B ,-1,99,178 
1936,Data Analyst,3.6, 5000 , Private,Staffing & Outsourcing, 500 M ,Experis,99,178 
1937,Data Systems Analyst,4.1,10000 ,Other,Health Care Services & Hospitals, 100 M ,"Stanford Health Care, Dignity Health, Sutter Health",99,178 
1938,Data Analyst,4.6, 200 , Private,Investment Banking & Asset Management,Unknown / Non-Applicable,-1,99,178 
1939,Senior Data Analyst,3.4, 5000 , Public,Real Estate,Unknown / Non-Applicable,"Zillow, Trulia, Coldwell Banker",99,178 
1940,Data Analyst (College & Foundation Reporting),-1.0,-1,Other,-1,-1,-1,99,178 
1941,Senior Data Analyst,4.0, 5000 , Public,Internet, 5 B ,"Facebook, Google, Pinterest",99,178 
1942,Research Data Analyst,4.1,10000 ,Other,-1, 50 M ,-1,99,178 
1943,Data Analyst - Health,3.4, 500 , Private,Consulting, 100 M ,-1,93,159 
1944,Operations Data Analyst,5.0, 50 , Private,Venture Capital & Private Equity,Unknown / Non-Applicable,-1,93,159 
1945,Data Analyst,3.9, 1000 , Private,IT Services, 500 M ,-1,93,159 
1946,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",3.8,10000 , Private,Accounting,10 B ,"Deloitte, KPMG, PwC",93,159 
1947,Data Analyst,4.1, 5000 , Public,Consulting, 1 B ,"Deloitte, Huron Consulting Group, Point B",93,159 
1948,Business Data Analyst - Senior/Director - Work from Remote,2.5, 200 ,Other,-1,Unknown / Non-Applicable,-1,93,159 
1949,Market Data Services Analyst,3.2, 500 , Private,IT Services, 50 M ,-1,93,159 
1950,"Financial Data Analyst, FP&A and Accounting",3.7, 10000 , Public,Computer Hardware & Software,Unknown / Non-Applicable,-1,93,159 
1951,Loan Data Analyst,3.7, 5000 , Public,Banks & Credit Unions,10 B ,"Silicon Valley Bank, City National Bank (Texas)",93,159 
1952,Data and Policy Analyst IV,3.2, 500 , Private,Federal Agencies, 25 M ,Acumen,93,159 
1953,DATA Analyst-Remote,3.7, 200 , Private,Staffing & Outsourcing, 100 M ,-1,93,159 
1954,Business Data Analyst,3.2, 200 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,-1,93,159 
1955,"Data Analyst, Growth",4.1, 500 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,93,159 
1956,Data Analyst,3.2, 1000 , Public,Advertising & Marketing, 500 M ,-1,93,159 
1957,Data Analyst,5.0, 50 , Private,IT Services, 5 M ,-1,93,159 
1958,Data Analyst,4.1, 200 , Private,IT Services,Unknown / Non-Applicable,-1,93,159 
1959,"Senior Data Analyst, Member Services",4.8, 500 , Private,Banks & Credit Unions,Unknown / Non-Applicable,-1,93,159 
1960,Data Analyst,4.5, 50 ,Other,Health Care Services & Hospitals, 5 M ,-1,93,159 
1961,Senior Data Analyst,4.1, 500 , Private,Internet,Unknown / Non-Applicable,-1,93,159 
1962,Junior Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,93,159 
1963,Business Data Analyst,3.9, 1000 , Private,IT Services, 500 M ,-1,93,159 
1964,"Sr. Data Analyst, Twitter Service Tech",4.0, 5000 , Public,Internet, 5 B ,"Facebook, Google, Pinterest",93,159 
1965,Data Analyst,4.6, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,93,159 
1966,Data Analyst,3.4,10000 , Public,Biotech & Pharmaceuticals,10 B ,"Illumina, Agilent Technologies, Roche",93,159 
1967,Data Analyst,3.2, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,93,159 
1968,Senior Data Analyst,3.3, 200 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,82,116 
1969,Web Data Analyst,4.0,Unknown, Private,IT Services, 10 M ,-1,82,116 
1970,Data Analyst (APPZ-DAHY),-1.0, 200 , Public,-1,Unknown / Non-Applicable,-1,82,116 
1971,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",-1.0,-1,Other,-1,-1,-1,82,116 
1972,Data Scientist Analyst,3.9, 200 , Private,Enterprise Software & Network Solutions, 25 M ,-1,82,116 
1973,Finance Data Analyst,3.0, 1000 , Public,Computer Hardware & Software, 500 M ,"NortonLifeLock, McAfee, Verisign",82,116 
1974,Business Data Analyst,-1.0,-1,Other,-1,-1,-1,82,116 
1975,Data Quality Analyst,3.8, 50 , Private,Computer Hardware & Software, 5 M ,-1,82,116 
1976,Data Analyst - San Francisco CA / VA - Fulltime,3.8, 50 , Private,Consulting, 5 M ,-1,82,116 
1977,Data Analyst,-1.0,-1,Other,-1,-1,-1,82,116 
1978,Data Analyst,-1.0, 200 ,Other,-1,Unknown / Non-Applicable,-1,82,116 
1979,HR Data Analyst,4.0, 5000 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,"Amazon, Google, Microsoft",82,116 
1980,Scientific Data Manager and Analyst,4.4, 200 , Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,82,116 
1981,Senior Data Analyst - Finance & Platform Analytics,3.6, 5000 ,Other,Internet,Unknown / Non-Applicable,-1,82,116 
1982,Data Analyst,3.2, 200 , Private,"Health, Beauty, & Fitness", 10 M ,-1,82,116 
1983,Business Data Analyst,3.9, 500 , Private,IT Services, 100 M ,"Collabera, Mitchell Martin, The Judge Group",82,116 
1984,Product Compliance Data Analyst,4.0, 5000 , Public,Computer Hardware & Software, 2 B ,-1,82,116 
1985,Data and Policy Analyst - Statistical Programmer,3.2, 500 , Private,Federal Agencies, 25 M ,Acumen,82,116 
1986,Principal Data Analyst,4.4, 500 , Private,Health Care Services & Hospitals, 100 M ,-1,82,116 
1987,Data Analyst,-1.0, 50 , Private,-1,Unknown / Non-Applicable,-1,82,116 
1988,Data Analyst,-1.0,Unknown, Private,-1,Unknown / Non-Applicable,-1,82,116 
1989,Master Data Analyst – SAP MDG Platform,4.5, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,82,116 
1990,Data Systems Analyst,-1.0,-1,Other,-1,-1,-1,82,116 
1991,Data Analyst,3.7, 5000 , Public,Video Games, 2 B ,"Activision Blizzard, Electronic Arts",82,116 
1992,CSV Data Validation Analyst,3.9, 200 , Private,Enterprise Software & Network Solutions, 25 M ,-1,82,116 
1993,Senior Data and Fraud Analyst,-1.0, 50 , Private,-1,Unknown / Non-Applicable,-1,82,116 
1994,Data and Reporting Analyst,3.2, 200 , Private,Insurance Carriers,Unknown / Non-Applicable,-1,82,116 
1995,Upstart - Data Analyst,-1.0,Unknown, Private,-1,Unknown / Non-Applicable,-1,82,116 
1996,"Position for Lead Data Analyst (Teradata, Oracle, Hadoop)",3.7, 50 , Private,IT Services,Unknown / Non-Applicable,-1,65,120 
1997,"Data Analyst, Transaction Monitoring",-1.0, 50 , Private,-1,Unknown / Non-Applicable,-1,65,120 
1998,Fleet Optimization Data Analyst (Solar + Storage),3.2, 200 , Private,Energy, 50 M ,-1,65,120 
1999,Big Data Analyst,3.7, 50 , Private,"Health, Beauty, & Fitness",Less than 1 M ,-1,65,120 
2000,Business Data Analyst,3.8, 500 , Private,IT Services, 50 M ,-1,65,120 
2001,Data Analyst,4.0, 50 , Private,Accounting,Less than 1 M ,-1,65,120 
2002,Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,65,120 
2003,Senior Lead Data Analytics Analyst,2.8,10000 ,Other,Banks & Credit Unions, 5 B ,"Bank of America, Wells Fargo, U.S. Bank",65,120 
2004,Data Analyst w/ Tealium - Remote Work,4.0, 50 , Private,Staffing & Outsourcing, 5 M ,-1,65,120 
2005,Data Analyst,2.5, 200 , Private,IT Services, 10 M ,"Accenture, Deloitte",65,120 
2006,"Business Data Analyst Excel, Tableau - 100% Remote - Phoenix, Minneapolis, or Des Moines",3.7, 1000 , Private,Consulting, 25 M ,-1,65,120 
2007,Business Data Analyst - Senior/Director : 20,4.6, 200 , Private,Staffing & Outsourcing, 50 M ,"Collabera, Artech Information Systems, TEKsystems",65,120 
2008,Senior Data Analyst,3.6,Unknown,Other,-1,Unknown / Non-Applicable,-1,65,120 
2009,Senior Data Analyst - User Growth,3.4, 5000 , Public,Real Estate,Unknown / Non-Applicable,"Zillow, Trulia, Coldwell Banker",65,120 
2010,Senior Data Analyst,3.5, 5000 , Private,Logistics & Supply Chain, 1 B ,-1,65,120 
2011,"Senior Compliance Data Analyst, Cash App",4.0, 5000 , Public,Computer Hardware & Software, 2 B ,-1,65,120 
2012,Data Analyst,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,65,120 
2013,Procurement Data Analyst,3.3, 10000 , Public,Biotech & Pharmaceuticals, 5 B ,"Thermo Fisher Scientific, Abbott, Ortho Clinical Diagnostics",65,120 
2014,Master Data Management (MDM) - Business Systems Analyst,3.5, 50 , Private,Computer Hardware & Software,Unknown / Non-Applicable,-1,65,120 
2015,Sr. Data Analyst - Risk Analysis,4.5, 1000 , Private,Internet,Unknown / Non-Applicable,-1,65,120 
2016,Lead Data Analyst (Product),-1.0, 50 , Private,Advertising & Marketing,Unknown / Non-Applicable,-1,65,120 
2017,Lead Data Analyst,3.9, 1000 , Private,IT Services, 500 M ,-1,65,120 
2018,Salesforce Administrator and Data Analyst,-1.0,-1,Other,-1,-1,-1,65,120 
2019,Alerts Business/Data Analyst,3.8, 5000 ,Other,Staffing & Outsourcing, 5 B ,"TEKsystems, Insight Global, Accenture",65,120 
2020,Senior Business Data Analyst,4.0, 200 , Private,Computer Hardware & Software, 25 M ,"Redis Labs, GridGain",65,120 
2021,BI Developer - Data Analyst,4.1, 200 , Private,IT Services,Unknown / Non-Applicable,-1,65,120 
2022,Biological Data Analyst - Remote,-1.0, 200 ,Other,Health Fundraising Organizations,Unknown / Non-Applicable,-1,65,120 
2023,Data Systems Analyst (7199U,4.1,10000 ,Other,Colleges & Universities, 1 B ,-1,65,120 
2024,Sr. Business and Data Analyst,5.0, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,46,86 
2025,Business Data Analyst - Senior/Director,4.5, 500 , Private,Staffing & Outsourcing, 50 M ,-1,46,86 
2026,"Lead Data Analyst, BI/Visualizations",4.8, 500 , Private,Banks & Credit Unions,Unknown / Non-Applicable,-1,46,86 
2027,"Lead Data Analyst, BI/Visualizations",-1.0,-1,Other,-1,-1,-1,46,86 
2028,Epic Clarity Data Analyst,4.1, 200 , Private,Computer Hardware & Software, 50 M ,-1,46,86 
2029,Senior Data Analyst,2.7, 500 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,Nurx,46,86 
2030,Senior Health Data Analyst,-1.0, 500 , Private,-1,Unknown / Non-Applicable,-1,46,86 
2031,Business Data Analyst - Senior/Director,3.9, 1000 , Private,IT Services, 100 M ,"TEKsystems, Collabera, Artech Information Systems",46,86 
2032,Sales Finance Data Analyst,3.0, 1000 , Public,Computer Hardware & Software, 500 M ,"NortonLifeLock, McAfee, Verisign",46,86 
2033,"Senior Business Technology Analyst - MDM / Data Management (San Francisco area, CA)",3.8, 10000 , Private,Consulting,Unknown / Non-Applicable,-1,46,86 
2034,Data Integrity Analyst,3.1, 500 ,Other,IT Services,Unknown / Non-Applicable,-1,46,86 
2035,"Business data analyst - SFO , CA",3.9, 1000 , Private,IT Services, 500 M ,-1,46,86 
2036,Business Data Analyst WITH Data Standards and Migration,3.9, 1000 , Private,IT Services, 500 M ,-1,46,86 
2037,Senior Data Analyst,3.2, 1000 , Public,Advertising & Marketing, 500 M ,-1,46,86 
2038,BI Data Analyst / Business Analyst,4.4, 200 , Private,IT Services, 10 M ,-1,46,86 
2039,Senior Product Data Analyst,3.9, 1000 , Private,Internet,Unknown / Non-Applicable,-1,46,86 
2040,"Senior Business Data Analyst, Growth Strategy",3.5, 500 , Private,Insurance Carriers, 5 B ,-1,46,86 
2041,Senior Product Data Analyst,3.6, 500 , Private,Internet,Unknown / Non-Applicable,-1,46,86 
2042,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,46,86 
2043,"Job Opportunity with Cognizant for Data Analyst at SFO ,CA (NO OPT & NO CPT)",4.4, 10000 , Private,IT Services, 500 M ,-1,46,86 
